HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Wolves,Blackburn,A,7.0,8.0,0.587,0.91,0.978,1.151,-1
Man United,West Brom,H,9.0,3.0,2.76,1.323,1.041,1.498,1
Norwich,Wigan,D,6.0,9.0,0.524,0.812,0.715,0.985,0
Swansea,Man City,H,5.0,13.0,0.661,0.827,2.758,1.601,1
Arsenal,Newcastle,H,13.0,3.0,2.76,1.498,1.523,1.959,1
Liverpool,Everton,H,10.0,3.0,2.642,1.352,1.902,1.753,1
Fulham,Swansea,A,7.0,7.0,1.28,1.649,0.618,0.786,-1
Wigan,West Brom,D,6.0,2.0,0.624,1.046,1.041,1.498,0
Newcastle,Norwich,H,10.0,5.0,1.69,1.917,0.394,0.841,1
Wolves,Man United,A,3.0,18.0,0.587,0.91,2.802,1.362,-1
Blackburn,Sunderland,H,9.0,0.0,0.93,1.036,0.968,1.472,1
Everton,Arsenal,A,2.0,8.0,2.096,1.858,2.841,1.624,-1
Man City,Chelsea,H,10.0,5.0,2.786,1.508,2.778,1.332,1
QPR,Liverpool,H,5.0,11.0,0.221,0.375,2.709,1.561,1
Tottenham,Stoke,D,18.0,2.0,2.402,1.766,0.73,1.151,0
Arsenal,Aston Villa,H,12.0,2.0,2.76,1.498,1.649,1.827,1
Bolton,Blackburn,H,6.0,4.0,0.926,1.075,0.978,1.151,1
Chelsea,Tottenham,D,5.0,7.0,2.742,1.333,2.422,1.812,0
Liverpool,Wigan,A,9.0,5.0,2.642,1.352,0.715,0.985,-1
Norwich,Wolves,H,11.0,6.0,0.524,0.812,0.608,0.812,1
Stoke,Man City,D,3.0,11.0,0.915,1.036,2.758,1.601,0
Sunderland,QPR,H,8.0,6.0,0.908,1.479,0.268,0.45,1
Swansea,Everton,A,3.0,8.0,0.661,0.827,1.902,1.753,-1
West Brom,Newcastle,A,6.0,7.0,1.077,1.741,1.523,1.959,-1
Man United,Fulham,H,16.0,4.0,2.76,1.323,1.109,1.609,1
Aston Villa,Chelsea,A,5.0,9.0,1.376,1.717,2.778,1.332,-1
Everton,West Brom,H,9.0,5.0,2.096,1.858,1.041,1.498,1
Fulham,Norwich,H,9.0,8.0,1.28,1.649,0.394,0.841,1
Man City,Sunderland,D,10.0,4.0,2.786,1.508,0.968,1.472,0
QPR,Arsenal,H,8.0,7.0,0.221,0.375,2.841,1.624,1
Wigan,Stoke,H,11.0,2.0,0.624,1.046,0.73,1.151,1
Wolves,Bolton,A,8.0,11.0,0.587,0.91,0.919,1.177,-1
Newcastle,Liverpool,H,7.0,6.0,1.69,1.917,2.709,1.561,1
Tottenham,Swansea,H,10.0,7.0,2.402,1.766,0.618,0.786,1
Blackburn,Man United,A,6.0,6.0,0.93,1.036,2.802,1.362,-1
Swansea,Newcastle,A,13.0,4.0,0.661,0.827,1.523,1.959,-1
Bolton,Fulham,A,7.0,8.0,0.926,1.075,1.109,1.609,-1
Chelsea,Wigan,H,10.0,7.0,2.742,1.333,0.715,0.985,1
Liverpool,Aston Villa,D,5.0,3.0,2.642,1.352,1.649,1.827,0
Norwich,Everton,D,11.0,5.0,0.524,0.812,1.902,1.753,0
Stoke,Wolves,H,6.0,5.0,0.915,1.036,0.608,0.812,1
Sunderland,Tottenham,D,9.0,8.0,0.908,1.479,2.422,1.812,0
West Brom,Blackburn,H,6.0,10.0,1.077,1.741,0.978,1.151,1
Arsenal,Man City,H,7.0,2.0,2.76,1.498,2.758,1.601,1
Man United,QPR,H,14.0,7.0,2.76,1.323,0.268,0.45,1
Aston Villa,Stoke,D,3.0,3.0,1.376,1.717,0.73,1.151,0
Everton,Sunderland,H,12.0,0.0,2.096,1.858,0.968,1.472,1
Fulham,Chelsea,D,9.0,4.0,1.28,1.649,2.778,1.332,0
Newcastle,Bolton,H,4.0,6.0,1.69,1.917,0.919,1.177,1
Tottenham,Norwich,A,9.0,6.0,2.402,1.766,0.394,0.841,-1
Blackburn,Liverpool,A,4.0,12.0,0.93,1.036,2.709,1.561,-1
Man City,West Brom,H,12.0,1.0,2.786,1.508,1.041,1.498,1
QPR,Swansea,H,8.0,6.0,0.221,0.375,0.618,0.786,1
Wigan,Man United,H,8.0,3.0,0.624,1.046,2.802,1.362,1
Wolves,Arsenal,A,6.0,7.0,0.587,0.91,2.841,1.624,-1
Norwich,Man City,A,8.0,17.0,0.524,0.812,2.758,1.601,-1
Sunderland,Wolves,D,6.0,8.0,0.908,1.479,0.608,0.812,0
Swansea,Blackburn,H,8.0,2.0,0.661,0.827,0.978,1.151,1
West Brom,QPR,H,10.0,6.0,1.077,1.741,0.268,0.45,1
Man United,Aston Villa,H,16.0,4.0,2.76,1.323,1.649,1.827,1
Arsenal,Wigan,A,8.0,7.0,2.76,1.498,0.715,0.985,-1
Arsenal,Chelsea,D,8.0,7.0,2.76,1.498,2.778,1.332,0
Aston Villa,Sunderland,D,7.0,5.0,1.376,1.717,0.968,1.472,0
Blackburn,Norwich,H,6.0,5.0,0.93,1.036,0.394,0.841,1
Bolton,Swansea,D,5.0,12.0,0.926,1.075,0.618,0.786,0
Fulham,Wigan,H,9.0,5.0,1.28,1.649,0.715,0.985,1
Newcastle,Stoke,H,11.0,2.0,1.69,1.917,0.73,1.151,1
QPR,Tottenham,H,5.0,8.0,0.221,0.375,2.422,1.812,1
Liverpool,West Brom,A,12.0,4.0,2.642,1.352,1.041,1.498,-1
Man United,Everton,D,11.0,10.0,2.76,1.323,1.902,1.753,0
Wolves,Man City,A,4.0,9.0,0.587,0.91,2.758,1.601,-1
Aston Villa,Bolton,A,6.0,11.0,1.376,1.717,0.919,1.177,-1
Everton,Fulham,H,7.0,5.0,2.096,1.858,1.109,1.609,1
Norwich,Liverpool,A,3.0,9.0,0.524,0.812,2.709,1.561,-1
Stoke,Arsenal,D,4.0,10.0,0.915,1.036,2.841,1.624,0
Sunderland,Bolton,D,6.0,9.0,0.908,1.479,0.919,1.177,0
Swansea,Wolves,D,8.0,9.0,0.661,0.827,0.608,0.812,0
West Brom,Aston Villa,D,7.0,5.0,1.077,1.741,1.649,1.827,0
Wigan,Newcastle,H,8.0,3.0,0.624,1.046,1.523,1.959,1
Chelsea,QPR,H,18.0,7.0,2.742,1.333,0.268,0.45,1
Tottenham,Blackburn,H,8.0,0.0,2.402,1.766,0.978,1.151,1
Man City,Man United,H,5.0,2.0,2.786,1.508,2.802,1.362,1
Liverpool,Fulham,A,5.0,4.0,2.642,1.352,1.109,1.609,-1
Stoke,Everton,D,5.0,4.0,0.915,1.036,1.902,1.753,0
Bolton,Tottenham,A,8.0,10.0,0.926,1.075,2.422,1.812,-1
Chelsea,Newcastle,A,6.0,6.0,2.742,1.333,1.523,1.959,-1
Arsenal,Norwich,D,13.0,6.0,2.76,1.498,0.394,0.841,0
Aston Villa,Tottenham,D,2.0,10.0,1.376,1.717,2.422,1.812,0
Bolton,West Brom,D,6.0,13.0,0.926,1.075,1.041,1.498,0
Fulham,Sunderland,H,15.0,7.0,1.28,1.649,0.968,1.472,1
Man United,Swansea,H,18.0,9.0,2.76,1.323,0.618,0.786,1
Newcastle,Man City,A,9.0,12.0,1.69,1.917,2.758,1.601,-1
QPR,Stoke,H,12.0,1.0,0.221,0.375,0.73,1.151,1
Wolves,Everton,D,1.0,10.0,0.587,0.91,1.902,1.753,0
Blackburn,Wigan,A,7.0,9.0,0.93,1.036,0.715,0.985,-1
Liverpool,Chelsea,H,13.0,5.0,2.642,1.352,2.778,1.332,1
Chelsea,Blackburn,H,6.0,5.0,2.742,1.333,0.978,1.151,1
Everton,Newcastle,H,11.0,5.0,2.096,1.858,1.523,1.959,1
Man City,QPR,H,24.0,3.0,2.786,1.508,0.268,0.45,1
Norwich,Aston Villa,H,12.0,5.0,0.524,0.812,1.649,1.827,1
Stoke,Bolton,D,8.0,8.0,0.915,1.036,0.919,1.177,0
Sunderland,Man United,A,5.0,9.0,0.908,1.479,2.802,1.362,-1
Swansea,Liverpool,H,8.0,9.0,0.661,0.827,2.709,1.561,1
Tottenham,Fulham,H,9.0,7.0,2.402,1.766,1.109,1.609,1
West Brom,Arsenal,A,8.0,8.0,1.077,1.741,2.841,1.624,-1
Wigan,Wolves,H,10.0,7.0,0.624,1.046,0.608,0.812,1
Aston Villa,West Ham,H,11.0,2.0,1.376,1.717,1.576,1.808,1
Blackburn,Everton,H,2.0,12.0,0.93,1.036,1.902,1.753,1
Bolton,Fulham,D,9.0,7.0,0.926,1.075,1.109,1.609,0
Chelsea,West Brom,H,13.0,4.0,2.742,1.333,1.041,1.498,1
Sunderland,Birmingham,D,2.0,7.0,0.908,1.479,0.52,0.786,0
Tottenham,Man City,D,18.0,7.0,2.402,1.766,2.758,1.601,0
Wigan,Blackpool,A,6.0,7.0,0.624,1.046,0.122,0.151,-1
Wolves,Stoke,H,7.0,6.0,0.587,0.91,0.73,1.151,1
Liverpool,Arsenal,D,4.0,7.0,2.642,1.352,2.841,1.624,0
Man United,Newcastle,H,10.0,3.0,2.76,1.323,1.523,1.959,1
Arsenal,Blackpool,H,16.0,1.0,2.76,1.498,0.122,0.151,1
Birmingham,Blackburn,H,7.0,2.0,0.579,0.662,0.978,1.151,1
Everton,Wolves,D,6.0,4.0,2.096,1.858,0.608,0.812,0
Stoke,Tottenham,A,10.0,6.0,0.915,1.036,2.422,1.812,-1
West Brom,Sunderland,H,5.0,4.0,1.077,1.741,0.968,1.472,1
West Ham,Bolton,A,10.0,8.0,1.59,2.004,0.919,1.177,-1
Wigan,Chelsea,A,12.0,8.0,0.624,1.046,2.778,1.332,-1
Fulham,Man United,D,8.0,7.0,1.28,1.649,2.802,1.362,0
Newcastle,Aston Villa,H,14.0,1.0,1.69,1.917,1.649,1.827,1
Man City,Liverpool,H,3.0,7.0,2.786,1.508,2.709,1.561,1
Blackburn,Arsenal,A,7.0,9.0,0.93,1.036,2.841,1.624,-1
Blackpool,Fulham,D,5.0,7.0,0.111,0.18,1.109,1.609,0
Chelsea,Stoke,H,6.0,3.0,2.742,1.333,0.73,1.151,1
Man United,West Ham,H,11.0,2.0,2.76,1.323,1.576,1.808,1
Tottenham,Wigan,A,7.0,5.0,2.402,1.766,0.715,0.985,-1
Wolves,Newcastle,D,2.0,6.0,0.587,0.91,1.523,1.959,0
Aston Villa,Everton,H,6.0,9.0,1.376,1.717,1.902,1.753,1
Bolton,Birmingham,D,8.0,5.0,0.926,1.075,0.52,0.786,0
Liverpool,West Brom,H,7.0,5.0,2.642,1.352,1.041,1.498,1
Sunderland,Man City,H,4.0,7.0,0.908,1.479,2.758,1.601,1
Arsenal,Bolton,H,14.0,6.0,2.76,1.498,0.919,1.177,1
Everton,Man United,D,14.0,8.0,2.096,1.858,2.802,1.362,0
Fulham,Wolves,H,6.0,2.0,1.28,1.649,0.608,0.812,1
Man City,Blackburn,D,14.0,2.0,2.786,1.508,0.978,1.151,0
Newcastle,Blackpool,A,13.0,4.0,1.69,1.917,0.122,0.151,-1
West Brom,Tottenham,D,8.0,9.0,1.077,1.741,2.422,1.812,0
West Ham,Chelsea,A,7.0,9.0,1.59,2.004,2.778,1.332,-1
Wigan,Sunderland,D,4.0,2.0,0.624,1.046,0.968,1.472,0
Birmingham,Liverpool,D,3.0,8.0,0.579,0.662,2.709,1.561,0
Stoke,Aston Villa,H,12.0,6.0,0.915,1.036,1.649,1.827,1
Aston Villa,Bolton,D,6.0,7.0,1.376,1.717,0.919,1.177,0
Blackburn,Fulham,D,5.0,4.0,0.93,1.036,1.109,1.609,0
Everton,Newcastle,A,3.0,4.0,2.096,1.858,1.523,1.959,-1
Stoke,West Ham,D,3.0,6.0,0.915,1.036,1.576,1.808,0
Sunderland,Arsenal,D,5.0,7.0,0.908,1.479,2.841,1.624,0
Tottenham,Wolves,H,11.0,2.0,2.402,1.766,0.608,0.812,1
West Brom,Birmingham,H,10.0,3.0,1.077,1.741,0.52,0.786,1
Chelsea,Blackpool,H,15.0,4.0,2.742,1.333,0.122,0.151,1
Man United,Liverpool,H,7.0,1.0,2.76,1.323,2.709,1.561,1
Wigan,Man City,A,3.0,5.0,0.624,1.046,2.758,1.601,-1
Arsenal,West Brom,A,12.0,5.0,2.76,1.498,1.041,1.498,-1
Birmingham,Wigan,D,4.0,10.0,0.579,0.662,0.715,0.985,0
Blackpool,Blackburn,A,8.0,8.0,0.111,0.18,0.978,1.151,-1
Fulham,Everton,D,2.0,7.0,1.28,1.649,1.902,1.753,0
Liverpool,Sunderland,D,5.0,1.0,2.642,1.352,0.968,1.472,0
Man City,Chelsea,H,6.0,4.0,2.786,1.508,2.778,1.332,1
West Ham,Tottenham,H,15.0,11.0,1.59,2.004,2.422,1.812,1
Bolton,Man United,D,9.0,6.0,0.926,1.075,2.802,1.362,0
Newcastle,Stoke,A,7.0,2.0,1.69,1.917,0.73,1.151,-1
Wolves,Aston Villa,A,12.0,8.0,0.587,0.91,1.649,1.827,-1
Birmingham,Everton,A,3.0,6.0,0.579,0.662,1.902,1.753,-1
Stoke,Blackburn,H,11.0,4.0,0.915,1.036,0.978,1.151,1
Sunderland,Man United,D,8.0,4.0,0.908,1.479,2.802,1.362,0
Tottenham,Aston Villa,H,10.0,4.0,2.402,1.766,1.649,1.827,1
West Brom,Bolton,D,9.0,5.0,1.077,1.741,0.919,1.177,0
West Ham,Fulham,D,5.0,5.0,1.59,2.004,1.109,1.609,0
Wigan,Wolves,H,17.0,0.0,0.624,1.046,0.608,0.812,1
Chelsea,Arsenal,H,6.0,5.0,2.742,1.333,2.841,1.624,1
Liverpool,Blackpool,A,10.0,7.0,2.642,1.352,0.122,0.151,-1
Man City,Newcastle,H,5.0,4.0,2.786,1.508,1.523,1.959,1
Arsenal,Birmingham,H,13.0,4.0,2.76,1.498,0.52,0.786,1
Aston Villa,Chelsea,D,5.0,6.0,1.376,1.717,2.778,1.332,0
Bolton,Stoke,H,6.0,3.0,0.926,1.075,0.73,1.151,1
Fulham,Tottenham,A,5.0,6.0,1.28,1.649,2.422,1.812,-1
Man United,West Brom,D,9.0,2.0,2.76,1.323,1.041,1.498,0
Newcastle,Wigan,D,4.0,4.0,1.69,1.917,0.715,0.985,0
Wolves,West Ham,D,5.0,7.0,0.587,0.91,1.576,1.808,0
Blackpool,Man City,A,5.0,8.0,0.111,0.18,2.758,1.601,-1
Everton,Liverpool,H,6.0,9.0,2.096,1.858,2.709,1.561,1
Blackburn,Sunderland,D,3.0,7.0,0.93,1.036,0.968,1.472,0
Birmingham,Blackpool,H,8.0,6.0,0.579,0.662,0.122,0.151,1
Chelsea,Wolves,H,10.0,9.0,2.742,1.333,0.608,0.812,1
Sunderland,Aston Villa,H,6.0,7.0,0.908,1.479,1.649,1.827,1
Tottenham,Everton,D,8.0,3.0,2.402,1.766,1.902,1.753,0
West Brom,Fulham,H,7.0,3.0,1.077,1.741,1.109,1.609,1
West Ham,Newcastle,A,1.0,8.0,1.59,2.004,1.523,1.959,-1
Wigan,Bolton,D,9.0,2.0,0.624,1.046,0.919,1.177,0
Liverpool,Blackburn,H,10.0,2.0,2.642,1.352,0.978,1.151,1
Man City,Arsenal,A,6.0,8.0,2.786,1.508,2.841,1.624,-1
Stoke,Man United,A,2.0,5.0,0.915,1.036,2.802,1.362,-1
Arsenal,West Ham,H,13.0,3.0,2.76,1.498,1.576,1.808,1
Blackburn,Chelsea,A,6.0,9.0,0.93,1.036,2.778,1.332,-1
Everton,Stoke,H,10.0,1.0,2.096,1.858,0.73,1.151,1
Fulham,Wigan,H,9.0,3.0,1.28,1.649,0.715,0.985,1
Man United,Tottenham,H,10.0,5.0,2.76,1.323,2.422,1.812,1
Wolves,Man City,H,6.0,9.0,0.587,0.91,2.758,1.601,1
Aston Villa,Birmingham,D,3.0,6.0,1.376,1.717,0.52,0.786,0
Bolton,Liverpool,A,10.0,4.0,0.926,1.075,2.709,1.561,-1
Newcastle,Sunderland,H,12.0,5.0,1.69,1.917,0.968,1.472,1
Blackpool,West Brom,H,8.0,5.0,0.111,0.18,1.041,1.498,1
Birmingham,West Ham,D,5.0,8.0,0.579,0.662,1.576,1.808,0
Blackburn,Wigan,H,3.0,10.0,0.93,1.036,0.715,0.985,1
Blackpool,Everton,D,8.0,14.0,0.111,0.18,1.902,1.753,0
Bolton,Tottenham,H,8.0,6.0,0.926,1.075,2.422,1.812,1
Fulham,Aston Villa,D,10.0,8.0,1.28,1.649,1.649,1.827,0
Man United,Wolves,H,10.0,6.0,2.76,1.323,0.608,0.812,1
Sunderland,Stoke,H,7.0,5.0,0.908,1.479,0.73,1.151,1
Arsenal,Newcastle,A,8.0,2.0,2.76,1.498,1.523,1.959,-1
Liverpool,Chelsea,H,7.0,7.0,2.642,1.352,2.778,1.332,1
West Brom,Man City,A,7.0,5.0,1.077,1.741,2.758,1.601,-1
Stoke,Birmingham,H,12.0,10.0,0.915,1.036,0.52,0.786,1
Tottenham,Sunderland,D,12.0,4.0,2.402,1.766,0.968,1.472,0
Aston Villa,Blackpool,H,12.0,6.0,1.376,1.717,0.122,0.151,1
Chelsea,Fulham,H,10.0,3.0,2.742,1.333,1.109,1.609,1
Everton,Bolton,D,12.0,5.0,2.096,1.858,0.919,1.177,0
Man City,Man United,D,4.0,4.0,2.786,1.508,2.802,1.362,0
Newcastle,Blackburn,A,3.0,5.0,1.69,1.917,0.978,1.151,-1
West Ham,West Brom,D,5.0,6.0,1.59,2.004,1.041,1.498,0
Wigan,Liverpool,D,8.0,3.0,0.624,1.046,2.709,1.561,0
Wolves,Arsenal,A,7.0,8.0,0.587,0.91,2.841,1.624,-1
Aston Villa,Man United,D,6.0,10.0,1.376,1.717,2.802,1.362,0
Man City,Birmingham,D,11.0,3.0,2.786,1.508,0.52,0.786,0
Newcastle,Fulham,D,7.0,8.0,1.69,1.917,1.109,1.609,0
Stoke,Liverpool,H,7.0,6.0,0.915,1.036,2.709,1.561,1
Tottenham,Blackburn,H,12.0,8.0,2.402,1.766,0.978,1.151,1
West Ham,Blackpool,D,4.0,5.0,1.59,2.004,0.122,0.151,0
Wigan,West Brom,H,4.0,6.0,0.624,1.046,1.041,1.498,1
Wolves,Bolton,A,6.0,7.0,0.587,0.91,0.919,1.177,-1
Chelsea,Sunderland,A,7.0,9.0,2.742,1.333,0.968,1.472,-1
Everton,Arsenal,A,7.0,8.0,2.096,1.858,2.841,1.624,-1
Arsenal,Tottenham,A,7.0,6.0,2.76,1.498,2.422,1.812,-1
Birmingham,Chelsea,H,1.0,9.0,0.579,0.662,2.778,1.332,1
Blackpool,Wolves,H,9.0,10.0,0.111,0.18,0.608,0.812,1
Bolton,Newcastle,H,9.0,1.0,0.926,1.075,1.523,1.959,1
Liverpool,West Ham,H,11.0,1.0,2.642,1.352,1.576,1.808,1
Man United,Wigan,H,12.0,4.0,2.76,1.323,0.715,0.985,1
West Brom,Stoke,A,8.0,4.0,1.077,1.741,0.73,1.151,-1
Blackburn,Aston Villa,H,5.0,11.0,0.93,1.036,1.649,1.827,1
Fulham,Man City,A,3.0,8.0,1.28,1.649,2.758,1.601,-1
Sunderland,Everton,D,8.0,8.0,0.908,1.479,1.902,1.753,0
Aston Villa,Arsenal,A,4.0,10.0,1.376,1.717,2.841,1.624,-1
Bolton,Blackpool,D,14.0,10.0,0.926,1.075,0.122,0.151,0
Everton,West Brom,A,4.0,3.0,2.096,1.858,1.041,1.498,-1
Fulham,Birmingham,D,7.0,3.0,1.28,1.649,0.52,0.786,0
Man United,Blackburn,H,11.0,2.0,2.76,1.323,0.978,1.151,1
Stoke,Man City,D,9.0,4.0,0.915,1.036,2.758,1.601,0
West Ham,Wigan,H,9.0,10.0,1.59,2.004,0.715,0.985,1
Wolves,Sunderland,H,8.0,9.0,0.587,0.91,0.968,1.472,1
Newcastle,Chelsea,D,3.0,13.0,1.69,1.917,2.778,1.332,0
Tottenham,Liverpool,H,13.0,8.0,2.402,1.766,2.709,1.561,1
Arsenal,Fulham,H,9.0,7.0,2.76,1.498,1.109,1.609,1
Birmingham,Tottenham,D,5.0,5.0,0.579,0.662,2.422,1.812,0
Blackburn,Wolves,H,7.0,7.0,0.93,1.036,0.608,0.812,1
Chelsea,Everton,D,5.0,7.0,2.742,1.333,1.902,1.753,0
Man City,Bolton,H,10.0,2.0,2.786,1.508,0.919,1.177,1
Wigan,Stoke,D,8.0,7.0,0.624,1.046,0.73,1.151,0
Sunderland,West Ham,H,12.0,2.0,0.908,1.479,1.576,1.808,1
West Brom,Newcastle,H,12.0,7.0,1.077,1.741,1.523,1.959,1
Liverpool,Aston Villa,H,7.0,2.0,2.642,1.352,1.649,1.827,1
Aston Villa,West Brom,H,3.0,4.0,1.376,1.717,1.041,1.498,1
Everton,Wigan,D,8.0,4.0,2.096,1.858,0.715,0.985,0
Fulham,Sunderland,D,13.0,2.0,1.28,1.649,0.968,1.472,0
Newcastle,Liverpool,H,5.0,7.0,1.69,1.917,2.709,1.561,1
Stoke,Blackpool,A,5.0,5.0,0.915,1.036,0.122,0.151,-1
West Ham,Man City,A,3.0,7.0,1.59,2.004,2.758,1.601,-1
Bolton,Blackburn,H,7.0,11.0,0.926,1.075,0.978,1.151,1
Tottenham,Chelsea,D,3.0,7.0,2.402,1.766,2.778,1.332,0
Wolves,Birmingham,H,9.0,0.0,0.587,0.91,0.52,0.786,1
Man United,Arsenal,H,10.0,6.0,2.76,1.323,2.841,1.624,1
Blackburn,West Ham,D,5.0,3.0,0.93,1.036,1.576,1.808,0
Sunderland,Bolton,H,5.0,8.0,0.908,1.479,0.919,1.177,1
Man City,Everton,A,15.0,3.0,2.786,1.508,1.902,1.753,-1
Aston Villa,Tottenham,A,15.0,8.0,1.376,1.717,2.422,1.812,-1
Blackburn,Stoke,A,8.0,9.0,0.93,1.036,0.73,1.151,-1
Bolton,West Brom,H,8.0,9.0,0.926,1.075,1.041,1.498,1
Fulham,West Ham,A,6.0,7.0,1.28,1.649,1.576,1.808,-1
Man United,Sunderland,H,10.0,2.0,2.76,1.323,0.968,1.472,1
Newcastle,Man City,A,10.0,6.0,1.69,1.917,2.758,1.601,-1
Wolves,Wigan,A,4.0,8.0,0.587,0.91,0.715,0.985,-1
Arsenal,Chelsea,H,8.0,4.0,2.76,1.498,2.778,1.332,1
Birmingham,Man United,D,3.0,4.0,0.579,0.662,2.802,1.362,0
Man City,Aston Villa,H,8.0,4.0,2.786,1.508,1.649,1.827,1
Stoke,Fulham,A,8.0,3.0,0.915,1.036,1.109,1.609,-1
Sunderland,Blackpool,A,16.0,4.0,0.908,1.479,0.122,0.151,-1
Tottenham,Newcastle,H,8.0,8.0,2.402,1.766,1.523,1.959,1
West Brom,Blackburn,A,11.0,4.0,1.077,1.741,0.978,1.151,-1
West Ham,Everton,D,2.0,5.0,1.59,2.004,1.902,1.753,0
Chelsea,Bolton,H,7.0,2.0,2.742,1.333,0.919,1.177,1
Liverpool,Wolves,A,5.0,3.0,2.642,1.352,0.608,0.812,-1
Wigan,Arsenal,D,5.0,9.0,0.624,1.046,2.841,1.624,0
Birmingham,Arsenal,A,1.0,11.0,0.579,0.662,2.841,1.624,-1
Liverpool,Bolton,H,7.0,4.0,2.642,1.352,0.919,1.177,1
Man City,Blackpool,H,4.0,6.0,2.786,1.508,0.122,0.151,1
Stoke,Everton,H,3.0,10.0,0.915,1.036,1.902,1.753,1
Sunderland,Blackburn,H,7.0,3.0,0.908,1.479,0.978,1.151,1
Tottenham,Fulham,H,9.0,4.0,2.402,1.766,1.109,1.609,1
West Brom,Man United,A,8.0,3.0,1.077,1.741,2.802,1.362,-1
West Ham,Wolves,H,6.0,10.0,1.59,2.004,0.608,0.812,1
Chelsea,Aston Villa,D,10.0,10.0,2.742,1.333,1.649,1.827,0
Wigan,Newcastle,A,4.0,5.0,0.624,1.046,1.523,1.959,-1
Blackpool,Birmingham,A,13.0,7.0,0.111,0.18,0.52,0.786,-1
Fulham,West Brom,H,6.0,4.0,1.28,1.649,1.041,1.498,1
Man United,Stoke,H,7.0,1.0,2.76,1.323,0.73,1.151,1
Arsenal,Man City,D,8.0,0.0,2.76,1.498,2.758,1.601,0
Aston Villa,Sunderland,A,2.0,5.0,1.376,1.717,0.968,1.472,-1
Blackburn,Liverpool,H,4.0,9.0,0.93,1.036,2.709,1.561,1
Bolton,Wigan,D,7.0,7.0,0.926,1.075,0.715,0.985,0
Everton,Tottenham,H,12.0,5.0,2.096,1.858,2.422,1.812,1
Newcastle,West Ham,H,7.0,6.0,1.69,1.917,1.576,1.808,1
Wolves,Chelsea,H,2.0,8.0,0.587,0.91,2.778,1.332,1
Blackpool,Liverpool,H,9.0,6.0,0.111,0.18,2.709,1.561,1
Chelsea,Blackburn,H,11.0,2.0,2.742,1.333,0.978,1.151,1
Man City,Wolves,H,12.0,7.0,2.786,1.508,0.608,0.812,1
Stoke,Bolton,H,5.0,6.0,0.915,1.036,0.919,1.177,1
West Brom,Blackpool,H,11.0,2.0,1.077,1.741,0.122,0.151,1
West Ham,Arsenal,A,6.0,13.0,1.59,2.004,2.841,1.624,-1
Wigan,Fulham,D,5.0,5.0,0.624,1.046,1.109,1.609,0
Birmingham,Aston Villa,D,4.0,3.0,0.579,0.662,1.649,1.827,0
Liverpool,Everton,D,14.0,5.0,2.642,1.352,1.902,1.753,0
Sunderland,Newcastle,D,7.0,2.0,0.908,1.479,1.523,1.959,0
Tottenham,Man United,D,6.0,4.0,2.402,1.766,2.802,1.362,0
Arsenal,Wigan,H,15.0,1.0,2.76,1.498,0.715,0.985,1
Aston Villa,Man City,H,8.0,14.0,1.376,1.717,2.758,1.601,1
Blackpool,Sunderland,A,7.0,6.0,0.111,0.18,0.968,1.472,-1
Everton,West Ham,D,6.0,5.0,2.096,1.858,1.576,1.808,0
Fulham,Stoke,H,7.0,1.0,1.28,1.649,0.73,1.151,1
Man United,Birmingham,H,9.0,1.0,2.76,1.323,0.52,0.786,1
Newcastle,Tottenham,D,6.0,9.0,1.69,1.917,2.422,1.812,0
Wolves,Liverpool,A,4.0,10.0,0.587,0.91,2.709,1.561,-1
Blackburn,West Brom,H,12.0,20.0,0.93,1.036,1.041,1.498,1
Bolton,Chelsea,A,8.0,11.0,0.926,1.075,2.778,1.332,-1
Blackpool,Man United,A,4.0,13.0,0.111,0.18,2.802,1.362,-1
Wigan,Aston Villa,A,8.0,10.0,0.624,1.046,1.649,1.827,-1
Liverpool,Fulham,H,7.0,8.0,2.642,1.352,1.109,1.609,1
Arsenal,Everton,H,10.0,4.0,2.76,1.498,1.902,1.753,1
Man United,Aston Villa,H,11.0,5.0,2.76,1.323,1.649,1.827,1
Sunderland,Chelsea,A,3.0,14.0,0.908,1.479,2.778,1.332,-1
West Brom,Wigan,D,10.0,7.0,1.077,1.741,0.715,0.985,0
Birmingham,Man City,D,7.0,9.0,0.579,0.662,2.758,1.601,0
Blackburn,Tottenham,A,9.0,5.0,0.93,1.036,2.422,1.812,-1
Blackpool,West Ham,A,8.0,10.0,0.111,0.18,1.576,1.808,-1
Bolton,Wolves,H,8.0,5.0,0.926,1.075,0.608,0.812,1
Fulham,Newcastle,H,9.0,3.0,1.28,1.649,1.523,1.959,1
Liverpool,Stoke,H,9.0,1.0,2.642,1.352,0.73,1.151,1
Aston Villa,Fulham,D,5.0,9.0,1.376,1.717,1.109,1.609,0
Everton,Blackpool,H,16.0,7.0,2.096,1.858,0.122,0.151,1
Man City,West Brom,H,9.0,9.0,2.786,1.508,1.041,1.498,1
Newcastle,Arsenal,D,8.0,10.0,1.69,1.917,2.841,1.624,0
Stoke,Sunderland,H,9.0,7.0,0.915,1.036,0.968,1.472,1
Tottenham,Bolton,H,7.0,3.0,2.402,1.766,0.919,1.177,1
Wigan,Blackburn,H,7.0,5.0,0.624,1.046,0.978,1.151,1
Wolves,Man United,H,5.0,7.0,0.587,0.91,2.802,1.362,1
